Marca,Descrição,Tipo,Preço
Radar,Atum radar sangacho em leo vegetal 120g,Atum/Sardinhas,790
Kingstar,Sardinhas oleo vegetal kingstar 125gr,Atum/Sardinhas,940
Adonis,Atum adonis posta oleo vegetal 120gr,Atum/Sardinhas,1.285
Radar,Atum oleo vegetal radar 120gr,Atum/Sardinhas,1.285
Magalhaes,Sardinhas em tomate magalhaes 125gr,Atum/Sardinhas,1.385
Mistral,Atum oleo vegetal mistral 110gr,Atum/Sardinhas,1.680
Amanhecer,Atum posta oleo vegetal amanhecer 120gr,Atum/Sardinhas,1.680
Magalhaes,Atum oleo vegetal magalhaes 110gr,Atum/Sardinhas,1.680
Ramirez,Sardinhas em tomate ramirez 125gr,Atum/Sardinhas,1.800
Alimo,Atum pedaços oleo vegetal alimo 185gr,Atum/Sardinhas,1.980
Sicasal,Salsicha frankfurt sicasal 6un,Salsichas,1.285
Izidoro,Salsichas frankfurt izidoro 6un,Salsichas,1.475
Sicasal,Salsichas frankfurt sicasal 8un 350gr,Salsichas,1.485
Dilop,Salsicha frankfurt dilop 8un,Salsichas,1.575
D`avo,Salsichas hotdog d´avo frasco 410gr 6un,Salsichas,2.275
Quê!,Cogumelo inteiro que! 185gr,Cogumelos,790
Food Love,Cogumelos laminados food love frasco 314ml,Cogumelos,990
Quê!,Cogumelo laminados que! 400gr,Cogumelos,1.090
Limor,Cogumelos inteiros limor 400gr,Cogumelos,1.285
Primavera,Cogumelos laminados primavera 425gr,Cogumelos,1.385
Primavera,Cogumelos inteiros primavera 425gr,Cogumelos,1.680
Frami,Cogumelos laminados frami 185gr,Cogumelos,1.830
Frami,Cogumelos inteiros frami angola 355gr,Cogumelos,2.375
Frami,Cogumelos laminados frami angola 355gr,Cogumelos,2.425
Piteca,Pate piteca 50gr frango piri-piri,Pate,225
Amanhecer,Pate de atum amanhecer 65gr,Pate,940
Quinta De Jugais,Pate de caça quinta dos jugais 110gr veado,Pate,2.365
Quê!,Ervilhas que! 400gr,Milho/Outros,890
Frami,Milho doce frami 150gr,Milho/Outros,990
Quê!,Macedonia que! 400gr,Milho/Outros,990
Uami,Milho doce uami 400gr,Milho/Outros,1.090
Primavera,Milho primavera 340gr,Milho/Outros,1.235
Donna Maria,Ervilha cozida donna maria 400gr,Milho/Outros,1.285
Frami,Ervilhas frami lata 425g,Milho/Outros,1.385
Frami,Macedonia legumes frami lata 425gr,Milho/Outros,1.385
Food Love,Milho doce food love 340gr,Milho/Outros,1.585
D Avo,Ervilha cozida d`avo 850gr,Milho/Outros,1.780
Frami,Milho doce frami lata 300gr,Milho/Outros,2.080
Frami,Pickles frami frasco 360gr,Milho/Outros,2.080
Mebon,Ketchup mebon t/d 450 gr,Ketchup/Mostarda,1.585
Donna Bia,Ketchup donna bia 325gr,Ketchup/Mostarda,1.830
Donna Bia,Ketchup picante 500ml,Ketchup/Mostarda,2.275
Frami,Ketchup normal frami 450gr,Ketchup/Mostarda,2.375
Donna Bia,Ketchup donna bia 550ml,Ketchup/Mostarda,2.455
Paladin,Mostarda paladin td 250gr,Ketchup/Mostarda,2.670
Delicia,Ketchup delicia 500gr,Ketchup/Mostarda,2.770
Heinz,Ketchup squeezy heinz frasco 342gr,Ketchup/Mostarda,3.265
Paladin,Ketchup c/piri-piri paladin tp 250gr,Ketchup/Mostarda,3.265
Paladin,Ketchup paladin tp 250gr,Ketchup/Mostarda,3.565
Alimo,Mostarda alimo td 300ml,Ketchup/Mostarda,3.700
Paladin,Ketchup paladin tp 450gr,Ketchup/Mostarda,4.950
Kombo,Maionese kombo frasco 250ml,Maionese,1.335
Mebon,Maionese mebon 250ml,Maionese,1.385
Delicia,Maionese delicia 250gr,Maionese,1.680
Frami,Maionese frami 270gr,Maionese,2.375
Paladin,Molho batatas fritas paladin tp 275ml,Maionese,2.970
Delicia,Maionese delicia tp 450gr,Maionese,3.120
Frami,Maionese frami 430gr,Maionese,3.165
Perdiz,Maionese perdiz td 225ml,Maionese,3.165
Paladin,Maionese paladin tp 250gr,Maionese,3.565
Alimo,Maionese alimo mayo td 450ml,Maionese,3.660
Primavera,Ketchup primavera td 500ml,Maionese,3.660
Heinz,Maionese heinz frasco 240ml,Maionese,4.455
Peninsular,Tempero sumo limao peninsular 500ml,Molhos/Temperos,690
Frami,Molho piri-piri frami 100ml,Molhos/Temperos,890
Baggio,Molho bechamel baggio 60gr,Molhos/Temperos,990
Donna Maria,Tempero completo donna maria 300gr s/pimenta,Molhos/Temperos,1.130
Donna Maria,Tempero completo d.maria 300gr p/aves,Molhos/Temperos,1.130
Zinho`s,Malagueta uige tchassana zinho`s 100ml,Molhos/Temperos,1.185
Flor Da Seara,Tempero sumo limao flor da seara 85gr,Molhos/Temperos,1.285
Frami,Molho ingles frami 200ml,Molhos/Temperos,1.385
Zinho`s,Tempero p/assados zinho`s 170gr suino,Molhos/Temperos,1.635
Donna Bia,Cominhos moidos donna bia 85ml,Molhos/Temperos,1.820
Diamond River,Molho soja escura diamond river 250ml,Molhos/Temperos,1.880
*,Molho soja baixo sodio diamond river 250ml,Molhos/Temperos,1.880
Dourado,Sal fino ekango 500gr,Sal,215
Diamond,Sal do mar diamond grosso 1kg,Sal,295
Saldomar,Sal cozinha iodado saldomar 1kg,Sal,345
Sabor Vida,Sal grosso sabor a vida 1kg,Sal,565
Dantas,Sal refinado dantas frasco 95gr,Sal,1.880
Donna Bia,Sal grosso c/moinho donna bia 85ml,Sal,2.375
Dandara,Gengibre em po dandara saq 14gr,Ervas/Especiarias,425
Amanhecer,Piri-piri moido amanhecer frasco 41gr,Ervas/Especiarias,590
Dandara,Cebolinho dandara saq 7gr,Ervas/Especiarias,595
Dandara,Alho granulado dandara saq 14gr,Ervas/Especiarias,645
Dandara,Canela moida dandara saq 12gr,Ervas/Especiarias,645
Dandara,Caril moido dandara saq 14gr,Ervas/Especiarias,645
Dandara,Pimentao doce dandara saq 14gr,Ervas/Especiarias,645
Dandara,Açafrao das indias dandara saq 14gr,Ervas/Especiarias,740
Dandara,Cominhos moidos dandara saq 12gr,Ervas/Especiarias,740
Al Fina,Pimenta caiena em po al fina frasco 40gr,Ervas/Especiarias,790
Al Fina,Caril em po al fina frasco 50gr,Ervas/Especiarias,790
Al Fina,Pimenta preta moida al fina frasco 50gr,Ervas/Especiarias,890
Alimo,Caldo camarao alimo saqueta 10gr,Caldos,25
Alimo,Caldo carne alimo 8cubos 80gr,Caldos,595
Alimo,Caldo verduras alimo 80gr,Caldos,595
Alimo,Caldo peixe alimo 80gr,Caldos,595
Alimo,Caldo camarao alimo 80gr,Caldos,595
Frami,Caldo galinha frami 8 cubos,Caldos,890
Frami,Caldo carne frami 8 cubos,Caldos,890
Frami,Caldo peixe frami 8 cubos,Caldos,890
Kicaldo,Caldo  carne kicaldo em cubo 10gr,Caldos,950
Knorr,Caldo knorr 8 cubos marisco,Caldos,990
Frami,Caldo marisco frami 8 cubos,Caldos,990
Frami,Caldo carne frami 12 cubos,Caldos,1.185
Amanhecer,Sopa instant. amanhecer 72gr marisco,Sopas,1.090
Tio Lucas,Bolacha maria tio lucas 20gr,Bolacha maria/torrada,50
Gullon,Maria gullon leite 25g,Bolacha maria/torrada,225
Gira,Bolacha maria tio lucas 125gr,Bolacha maria/torrada,225
Tio Lucas,Bolacha maria tio lucas 125gr,Bolacha maria/torrada,235
Vieira Castro,Bolacha maria vieira castro 25gr,Bolacha maria/torrada,425
Amanhecer,Bolacha maria amanhecer 200gr,Bolacha maria/torrada,740
*,Bolacha maria embalagem transp 150gr,Bolacha maria/torrada,890
Nacional,Bolacha torrada nacional 200gr,Bolacha maria/torrada,1.090
Aliança,Bolacha maria aliança tradicional 200gr,Bolacha maria/torrada,1.485
Vieira Castro,Bolacha maria vieira castro 300gr original,Bolacha maria/torrada,5.445
Vieira Castro,Bolacha maria vieira castro 300gr s/açucar,Bolacha maria/torrada,6.435
Vieira Castro,Bolacha maria vieira castro 800gr,Bolacha maria/torrada,7.920
Gira,Bolacha agua e sal gira 20gr,Bolacha cracker/água e sal,50
Tio Lucas,Bolacha cream cracker tio lucas 30gr,Bolacha cracker/água e sal,60
Gira,Bolacha agua e sal gira 125gr,Bolacha cracker/água e sal,185
Tio Lucas,Bolachas cream crackers tio lucas 200gr,Bolacha cracker/água e sal,210
Vieira Castro,Bolacha cream cracker vieira castro 30gr,Bolacha cracker/água e sal,295
Vieira Castro,Bolacha agua e sal vieira castro 14gr,Bolacha cracker/água e sal,345
Aliança,Bolacha agua e sal aliança pacote transparente,Bolacha cracker/água e sal,645
Tuc,Bolacha tuc 100gr paprika,Bolacha cracker/água e sal,840
Cuetara,Bolacha cuetara cracker integral 200gr,Bolacha cracker/água e sal,1.235
Vieira Castro,Bolacha agua e sal vieira castro 125gr,Bolacha cracker/água e sal,1.435
Bakers,Biscoitos bakers cream crackers 200gr,Bolacha cracker/água e sal,1.680
Dancake,Bolacha crack it dancake c/sal 500gr,Bolacha cracker/água e sal,4.455
Tio Lucas,Bolacha c/recheio tio lucas 110gr baunilha,Bolacha creme/waffer,145
Tio Lucas,Bolacha c/recheio tio lucas 110gr morango,Bolacha creme/waffer,145
Lykon,"Bolacha creme lykon 82,5gr chocolate",Bolacha creme/waffer,150
Maxon,Bolacha c/recheio palmary maxon 38gr,Bolacha creme/waffer,165
Palmito,Bolacha c/creme palmary palmito 64gr,Bolacha creme/waffer,255
Parle,Bolacha creme parle hide&seek 112gr baunilha,Bolacha creme/waffer,415
Parle,Bolacha creme parle hide&seek 112gr morango,Bolacha creme/waffer,415
Parle,Bolacha creme parle hide&seek 112gr laranja,Bolacha creme/waffer,415
Lykon,Bolacha waffer lykon 100gr vanilla,Bolacha creme/waffer,475
Lykon,Bolacha waffer lykon 100gr strawberry,Bolacha creme/waffer,475
Sona,Bolacha sona creamdip banana 150gr,Bolacha creme/waffer,495
Triunfo,Bolacha wafer triunfo 105gr chocolate,Bolacha creme/waffer,750
Vieira Castro,Bolacha digestiva vieira castro 43gr,Bolacha digestiva,740
Gullon,Bolacha digestive gullon classic 400gr,Bolacha digestiva,1.930
Gullon,Bolacha gullon digestive 280gr aveia/laranja/chocolate,Bolacha digestiva,2.475
Gullon,Bolacha gullon digestive 425gr aveia/chocolate,Bolacha digestiva,2.810
Aliança,Bolacha digestiva aliança aveia 300gr,Bolacha digestiva,3.165
Gullon,Bolacha gullon digestive 425gr aveia/laranja,Bolacha digestiva,3.660
Vieira Castro,Bolacha digestiva vieira castro 174gr thins tradicional,Bolacha digestiva,4.750
Tio Lucas,Bolacha glucose tio lucas 45gr,Bolachas/Biscoitos,70
Delisso,Bolacha wafer delisso 42gr cocoa,Bolachas/Biscoitos,295
Da Avo,Biscoito bolinhos da avo 250gr,Bolachas/Biscoitos,1.285
*,Biscoito bolinhos integrais 250gr,Bolachas/Biscoitos,1.285
*,Biscoito lagartos 250gr,Bolachas/Biscoitos,1.285
*,Biscoito linguas de gato 200gr,Bolachas/Biscoitos,1.285
*,Biscoito argolas de azeite 200gr,Bolachas/Biscoitos,1.285
Gullon,Biscoito gullon bizcochos 200gr,Bolachas/Biscoitos,1.285
Quente E Bom,Biscoito quente e bom frisado laranja 250gr,Bolachas/Biscoitos,1.585
Donna Bia,Bolacha donna bia 300gr cravinho,Bolachas/Biscoitos,1.680
Donna Bia,Bolacha de ginguba 300g,Bolachas/Biscoitos,1.680
Donna Bia,Biscoito donna bia 300gr coco,Bolachas/Biscoitos,1.680
Nestle,Nestum bolacha 300g,Cereais peq. almoço,215
Tio Lucas,Cereais gbola tio lucas 250gr,Cereais peq. almoço,545
Tio Lucas,Cereais gchocos tio lucas 250gr,Cereais peq. almoço,545
Tio Lucas,Cereais gloops tio lucas 250gr,Cereais peq. almoço,545
Nestle,Nestum mel sachet 300gr,Cereais peq. almoço,1.335
Nacional,Cereais nacional starz 300gr,Cereais peq. almoço,1.485
Nestum,Nestum mel 300gr,Cereais peq. almoço,1.780
Nacional,Cereais corn flakes nacional 500gr,Cereais peq. almoço,1.880
Nacional,Cereais nacional powerz 300gr,Cereais peq. almoço,1.975
Nacional,Cereais chocolate nacional chooks 300gr,Cereais peq. almoço,2.175
Nacional,Cereais chocolate nacional 650gr chocomax,Cereais peq. almoço,2.175
Nestle,Cereais chocolate nestle nesquik 375gr,Cereais peq. almoço,2.475
Al Fina,Cereais flocos aveia finos al fina 400gr,Flocos aveia/Granola,990
Tiara,Flocos aveia branca tiara 500gr,Flocos aveia/Granola,3.465
Delta,Cafe expresso delta q c/10 capsulas nº15 mythiq,Café cápsulas,5.940
Delta,Cafe expresso delta q c/10 capsulas nº9 qharacter,Café cápsulas,5.940
Delta,Cafe expresso delta q c/10 capsulas nº8 aqtivus,Café cápsulas,5.940
Delta,Cafe expresso delta q c/10 capsulas nº5 qonvictus,Café cápsulas,5.940
Delta,Cafe expresso delta q c/10 capsulas nº12 qharisma,Café cápsulas,5.940
Delta,Cafe delta q epiq c/10 capsulas nº14,Café cápsulas,5.940
Delta,Cafe expresso delta q c/10 capsulas cevada pure,Café cápsulas,6.930
Delta,Cha delta q tisana refresh verde c/10 capsulas ref. 03112,Café cápsulas,7.820
Delta,Cha delta q tetley c/10 capsulas relax,Café cápsulas,7.820
Delta,Cafe expresso delta q c/10 capsulas double coffee,Café cápsulas,7.920
Delta,Cafe expresso delta q c/10 capsulas canela,Café cápsulas,7.920
Delta,Cafe expresso delta q pack xl c/40 capsulas nº14 epiq,Café cápsulas,19.500
Loya,Cafe instantaneo loya 3em1 galao 20gr,Café instantâneo/solúvel,100
Samba,Cafe instantaneo samba 50gr,Café instantâneo/solúvel,740
Samba,Cafe instantaneo samba 100gr,Café instantâneo/solúvel,1.385
Cafrica,Cafe instantaneo cafrica 50gr descafeinado,Café instantâneo/solúvel,2.475
Delta,Cafe soluvel delta ginga 3em1 400gr 20un,Café instantâneo/solúvel,2.970
Cafrica,Cafe instantaneo cafrica 100gr classico,Café instantâneo/solúvel,3.960
Cafrica,Cafe instantaneo cafrica 100gr descafeinado,Café instantâneo/solúvel,4.155
Delta,Cafe soluvel delta frasco 100gr,Café instantâneo/solúvel,4.850
Delta,Cafe cevada soluvel delta frasco 200gr,Café instantâneo/solúvel,5.145
Delta,Cafe soluvel delta grancafe gold frasco 100gr,Café instantâneo/solúvel,5.245
Delta,Cafe + cereais soluvel delta frasco 200gr,Café instantâneo/solúvel,5.940
Ginga,Cafe moido ginga lote bwe md 125gr,Café moído/grão,1.285
Ginga,Cafe moido ginga lote bwe md 250gr,Café moído/grão,2.475
Ginga,Cafe ginga lobito gr 250gr,Café moído/grão,4.455
Ginga,Cafe moido ginga lote bwe md 500gr,Café moído/grão,4.650
Ginga,Cafe moido ginga lote lobito md 500gr,Café moído/grão,5.445
Delta,Cafe moido delta lote brazil 220gr,Café moído/grão,6.930
Delta,Cafe delta lote chavena ms 250gr,Café moído/grão,7.920
Delta,Cafe grao delta lote chavena gr 250gr,Café moído/grão,11.385
Al Fina,Cha preto al fina 25 saq,Chá saquetas,595
Amanhecer,Cha amanhecer 10saq cidreira,Chá saquetas,595
Sona,Cha preto sona 25 saq 50gr,Chá saquetas,645
Amanhecer,Cha infusao amanhecer 10saq tilia,Chá saquetas,720
Al Fina,Cha verde al fina 25 saq menta,Chá saquetas,790
Al Fina,Cha al fina 25 saq limao,Chá saquetas,790
Al Fina,Cha verde al fina 25 saq limao,Chá saquetas,790
Al Fina,Cha verde al fina 25 saq caxinde,Chá saquetas,790
Al Fina,Cha verde al fina 25 saq,Chá saquetas,790
Just A Minute,Cha preto just a minute 28gr 20un,Chá saquetas,890
Bom Tea,"Cha bom tea 1,2gr preto 25saq",Chá saquetas,990
Sona,Cha sona 25 saq limao,Chá saquetas,1.090
Twisco,Achocolatado twisco 250gr,Achocolatado,1.535
Twisco,Achocolatado em po twisco 400gr,Achocolatado,1.680
Nesquick,Chocolate po nesquick 250gr,Achocolatado,2.225
Twisco,Achocolatado twisco jarro 400gr,Achocolatado,2.425
Nesquick,Chocolate po nesquik 500gr,Achocolatado,3.810
Bom Dia,Leite em po instantaneo bom dia 20gr,Leite em Pó,70
Momo,Leite em po momo pacote 17gr,Leite em Pó,90
Nestle,Leite em po nido fortificante sachet 17gr,Leite em Pó,90
Mixwell,Leite em po instantaneo mixwell pacote 400gr,Leite em Pó,1.680
Nutra Plus,Leite em po nutra plus sachet 500gr,Leite em Pó,1.980
Nido,Leite em po nido fortificante pacote 400gr,Leite em Pó,2.080
Nutrias,Leite em po nutrias lata 400gr,Leite em Pó,2.175
Momo,Leite em po inst. momo pacote 500gr,Leite em Pó,2.670
Nutrias,Leite em po nutrias saco 500gr,Leite em Pó,2.870
Nestle,Leite lactogen 2 400g,Leite em Pó,3.265
Nido,Leite em po nido fortificante lata 400gr,Leite em Pó,3.465
Nestle,Leite em po nestle optipro nan 2 400gr,Leite em Pó,3.465
Cereamil,Farinha lactea cereamil milby 50gr arroz/leite,Farinha Láctea,245
Cereamil,Farinha lactea cereamil milby 50gr trigo/mel,Farinha Láctea,245
Nutribom,Farinha lactea nutribom 350gr aveia,Farinha Láctea,1.090
Nestle,Farinha lactea cerelac 250gr multicereais,Farinha Láctea,1.090
Cereamil,Farinha lactea cereamil milby 250gr arroz/leite,Farinha Láctea,1.285
Nestum,Nestum bolacha maria 300gr,Farinha Láctea,1.585
Nestle,Farinha lactea cerelac 250gr bolacha maria,Farinha Láctea,1.880
Cerelac,Farinha lactea cerelac 500gr wheat,Farinha Láctea,2.475
Nestle,Farinha lactea cerelac 250gr maça,Farinha Láctea,2.870
Nutrino,Farinha lactea nutrino 200gr 7 cereais,Papas/Pure,1.780
Nutrino,Farinha lactea nutrino 200gr arroz/milho c/banana,Papas/Pure,1.780
Nutrino,Farinha lactea nutrino 200gr arroz/cereal,Papas/Pure,1.880
Niveen,Bolo niveen classico 50gr morango,Chocolates,255
Regina,Chocolate leite regina 20gr maracuja,Chocolates,585
Regina,Chocolate leite regina 24gr classic,Chocolates,645
Cadbury,Barra chocolate cadbury lunch bar 48gr,Chocolates,1.140
Twix,Chocolate twix 50gr,Chocolates,1.585
Bounty,Chocolate bounty 57gr,Chocolates,1.585
Mars,Chocolate mars 51gr,Chocolates,1.585
Snickers,Chocolate snickers 50gr,Chocolates,1.585
Schogetten,Chocolate negro schogetten 100gr,Chocolates,1.930
Cadbury,Chocolate cadbury dairy milk 80gr wholenut,Chocolates,1.980
Cadbury,Chocolate cadbury dairy milk 80gr coconut,Chocolates,1.980
Cadbury,Chocolate cadbury dairy milk 80gr original,Chocolates,1.980
Docile,Gomas docile gelatines 15gr beijo,Gomas/Pastilhas,245
Gorila,Pastilha elastica super gorila banana,Gomas/Pastilhas,295
Gorila,Pastilha elastica super gorila morango,Gomas/Pastilhas,295
Gorila,Pastilha elastica super gorila tutti-frutti,Gomas/Pastilhas,295
